Tester console logging started at 2024-05-26T11:05:49.972160Z

1: Bus=0x01:00 DevId=0x2489   8GB NVIDIA GeForce RTX 3060 Ti
Tester worker logging started at 2024-05-26T11:05:50.200881Z
Standard 5-minute test of 1: Bus=0x01:00 DevId=0x2489   8GB NVIDIA GeForce RTX 3060 Ti
 139667 iteration. Passed 30.0013 seconds  written: 3688.8GB 361.5GB/sec        checked: 7377.5GB 372.7GB/sec
 140802 iteration. Passed 30.0184 seconds  written: 3688.8GB 359.5GB/sec        checked: 7377.5GB 373.4GB/sec
 141937 iteration. Passed 30.0183 seconds  written: 3688.8GB 360.8GB/sec        checked: 7377.5GB 372.7GB/sec
 143072 iteration. Passed 30.0007 seconds  written: 3688.8GB 360.8GB/sec        checked: 7377.5GB 373.0GB/sec
 144207 iteration. Passed 30.0254 seconds  written: 3688.8GB 360.2GB/sec        checked: 7377.5GB 372.9GB/sec
 145343 iteration. Passed 30.0124 seconds  written: 3692.0GB 361.6GB/sec        checked: 7384.0GB 372.9GB/sec
 146478 iteration. Passed 30.0241 seconds  written: 3688.8GB 360.0GB/sec        checked: 7377.5GB 373.0GB/sec
 147613 iteration. Passed 30.0242 seconds  written: 3688.8GB 360.9GB/sec        checked: 7377.5GB 372.6GB/sec
 148749 iteration. Passed 30.0253 seconds  written: 3692.0GB 361.4GB/sec        checked: 7384.0GB 372.7GB/sec
 149883 iteration. Passed 30.0041 seconds  written: 3685.5GB 360.0GB/sec        checked: 7371.0GB 372.9GB/sec
 151018 iteration. Passed 30.0073 seconds  written: 3688.8GB 361.1GB/sec        checked: 7377.5GB 372.8GB/sec
 152152 iteration. Passed 30.0042 seconds  written: 3685.5GB 359.5GB/sec        checked: 7371.0GB 373.1GB/sec
 153286 iteration. Passed 30.0042 seconds  written: 3685.5GB 360.6GB/sec        checked: 7371.0GB 372.6GB/sec
 154421 iteration. Passed 30.0159 seconds  written: 3688.8GB 360.4GB/sec        checked: 7377.5GB 373.0GB/sec
 155555 iteration. Passed 30.0106 seconds  written: 3685.5GB 359.7GB/sec        checked: 7371.0GB 372.9GB/sec
 156691 iteration. Passed 30.0161 seconds  written: 3692.0GB 361.5GB/sec        checked: 7384.0GB 372.8GB/sec
 157826 iteration. Passed 30.0196 seconds  written: 3688.8GB 360.0GB/sec        checked: 7377.5GB 373.1GB/sec
 158961 iteration. Passed 30.0115 seconds  written: 3688.8GB 360.6GB/sec        checked: 7377.5GB 373.0GB/sec
 160093 iteration. Passed 30.0004 seconds  written: 3679.0GB 360.7GB/sec        checked: 7358.0GB 371.6GB/sec
 161226 iteration. Passed 30.0213 seconds  written: 3682.2GB 359.5GB/sec        checked: 7364.5GB 372.4GB/sec
 162361 iteration. Passed 30.0093 seconds  written: 3688.8GB 360.5GB/sec        checked: 7377.5GB 373.0GB/sec
 163495 iteration. Passed 30.0079 seconds  written: 3685.5GB 359.6GB/sec        checked: 7371.0GB 373.0GB/sec
 164629 iteration. Passed 30.0017 seconds  written: 3685.5GB 361.0GB/sec        checked: 7371.0GB 372.4GB/sec
 165764 iteration. Passed 30.0035 seconds  written: 3688.8GB 361.5GB/sec        checked: 7377.5GB 372.6GB/sec
 166898 iteration. Passed 30.0010 seconds  written: 3685.5GB 360.5GB/sec        checked: 7371.0GB 372.7GB/sec
 168033 iteration. Passed 30.0008 seconds  written: 3688.8GB 361.2GB/sec        checked: 7377.5GB 372.8GB/sec
 169167 iteration. Passed 30.0023 seconds  written: 3685.5GB 359.9GB/sec        checked: 7371.0GB 373.0GB/sec
 170302 iteration. Passed 30.0108 seconds  written: 3688.8GB 361.5GB/sec        checked: 7377.5GB 372.5GB/sec
 171437 iteration. Passed 30.0034 seconds  written: 3688.8GB 360.7GB/sec        checked: 7377.5GB 373.1GB/sec
 172571 iteration. Passed 30.0087 seconds  written: 3685.5GB 360.1GB/sec        checked: 7371.0GB 372.8GB/sec
 173706 iteration. Passed 30.0112 seconds  written: 3688.8GB 360.9GB/sec        checked: 7377.5GB 372.8GB/sec
 174841 iteration. Passed 30.0235 seconds  written: 3688.8GB 359.6GB/sec        checked: 7377.5GB 373.3GB/sec
 175976 iteration. Passed 30.0073 seconds  written: 3688.8GB 361.5GB/sec        checked: 7377.5GB 372.5GB/sec
 177111 iteration. Passed 30.0048 seconds  written: 3688.8GB 360.2GB/sec        checked: 7377.5GB 373.3GB/sec
 178245 iteration. Passed 30.0117 seconds  written: 3685.5GB 360.0GB/sec        checked: 7371.0GB 372.8GB/sec
 179380 iteration. Passed 30.0010 seconds  written: 3688.8GB 361.9GB/sec        checked: 7377.5GB 372.4GB/sec
 180515 iteration. Passed 30.0225 seconds  written: 3688.8GB 359.6GB/sec        checked: 7377.5GB 373.2GB/sec
 181650 iteration. Passed 30.0073 seconds  written: 3688.8GB 361.5GB/sec        checked: 7377.5GB 372.5GB/sec
